order_id,assignment_id,user_id,problem_id,skill_id,skill_name,correct,ms_first_response,overlap_time,clean_skill_name,opportunity,prior_success_count,prior_failure_count,skill_difficulty,student_interaction_number,student_rolling_accuracy,log_ms_first_response,log_overlap_time
34802380,279792,64532,53581,58.0,Addition Whole Numbers,1,42860,42860,addition whole number,3,2,0,0.7579365079365079,7,1.0,10.665717600533268,10.665717600533268
34802380,279792,64532,53581,85.0,Absolute Value,1,42860,42860,absolute value,4,3,0,0.7158081705150977,8,1.0,10.665717600533268,10.665717600533268
34802798,279792,64532,53553,58.0,Addition Whole Numbers,1,7828,7828,addition whole number,4,3,0,0.7579365079365079,9,1.0,8.965590066907914,8.965590066907914
34802798,279792,64532,53553,85.0,Absolute Value,1,7828,7828,absolute value,5,4,0,0.7158081705150977,10,1.0,8.965590066907914,8.965590066907914
34802963,279793,64532,85270,85.0,Absolute Value,1,50859,50859,absolute value,6,5,0,0.7158081705150977,11,1.0,10.83683203897611,10.83683203897611
34803408,279793,64532,85273,85.0,Absolute Value,1,6078,6078,absolute value,7,6,0,0.7158081705150977,12,1.0,8.712595487748722,8.712595487748722
34803485,279793,64532,84797,58.0,Addition Whole Numbers,1,6359,6359,addition whole number,5,4,0,0.7579365079365079,13,1.0,8.757783656334167,8.757783656334167
34803485,279793,64532,84797,85.0,Absolute Value,1,6359,6359,absolute value,8,7,0,0.7158081705150977,14,1.0,8.757783656334167,8.757783656334167
34803568,279793,64532,84761,74.0,Subtraction Whole Numbers,1,8984,8984,subtraction whole number,2,1,0,0.6244725738396625,15,1.0,9.103311799217659,9.103311799217659
34803568,279793,64532,84761,85.0,Absolute Value,1,8984,8984,absolute value,9,8,0,0.7158081705150977,16,1.0,9.103311799217659,9.103311799217659
34803683,279793,64532,85289,74.0,Subtraction Whole Numbers,1,5046,5046,subtraction whole number,3,2,0,0.6244725738396625,17,1.0,8.526549286340263,8.526549286340263
34803683,279793,64532,85289,85.0,Absolute Value,1,5046,5046,absolute value,10,9,0,0.7158081705150977,18,1.0,8.526549286340263,8.526549286340263
21429719,263328,70679,89720,277.0,Addition and Subtraction Integers,0,111455,138522,addition subtraction integer,1,0,0,0.6035283194057567,1,0.6138370626120444,11.621385173165727,11.838791655804217
21430848,263328,70679,84903,277.0,Addition and Subtraction Integers,0,14319,43914,addition subtraction integer,2,0,1,0.6035283194057567,2,0.0,9.569412440514636,10.690011226351217
21431130,263328,70679,89734,277.0,Addition and Subtraction Integers,0,13507,42183,addition subtraction integer,3,0,2,0.6035283194057567,3,0.0,9.511037381505458,10.649796281210305
21431462,263328,70679,84900,277.0,Addition and Subtraction Integers,0,39898,95417,addition subtraction integer,4,0,3,0.6035283194057567,4,0.0,10.594106539907239,11.466022518883971
21432219,263328,70679,89741,277.0,Addition and Subtraction Integers,0,11237,16149,addition subtraction integer,5,0,4,0.6035283194057567,5,0.0,9.327056171672144,9.689675328650802
21432344,263328,70679,84897,277.0,Addition and Subtraction Integers,0,21154,23781,addition subtraction integer,6,0,5,0.6035283194057567,6,0.0,9.959631563154169,10.076684270997523
21432507,263328,70679,89758,277.0,Addition and Subtraction Integers,0,12434,24542,addition subtraction integer,7,0,6,0.6035283194057567,7,0.0,9.428270356237505,10.108181960181808
21432796,263315,70679,54019,278.0,Addition and Subtraction Positive Decimals,0,17718,17796,addition subtraction positive decimal,1,0,0,0.3776435045317221,8,0.0,9.78239278915807,9.786785182749986
21433532,263315,70679,54091,278.0,Addition and Subtraction Positive Decimals,0,26013,26076,addition subtraction positive decimal,2,0,1,0.3776435045317221,9,0.0,10.166390133623686,10.168808978749206
21434373,263315,70679,54031,278.0,Addition and Subtraction Positive Decimals,0,20410,20472,addition subtraction positive decimal,3,0,2,0.3776435045317221,10,0.0,9.923829250194043,9.926862223852579
31713130,220659,70679,49056,10.0,Table,0,262423,262534,table,1,0,0,0.7547770700636943,11,0.0,12.477716795284183,12.47813968545905
31713130,220659,70679,49056,12.0,Mean,0,262423,262534,mean,1,0,0,0.50625,12,0.0,12.477716795284183,12.47813968545905
31713841,220659,70679,49016,10.0,Table,1,978183,978183,table,2,0,1,0.7515923566878981,13,0.0,13.793453070380325,13.793453070380325
31713841,220659,70679,49016,12.0,Mean,1,978183,978183,mean,2,0,1,0.5,14,0.07692307692307693,13.793453070380325,13.793453070380325
31714200,220659,70679,49044,10.0,Table,1,137130,137130,table,3,1,1,0.7515923566878981,15,0.14285714285714285,11.828691952317635,11.828691952317635
31714200,220659,70679,49044,12.0,Mean,1,137130,137130,mean,3,1,1,0.5,16,0.2,11.828691952317635,11.828691952317635
31714211,220659,70679,48877,10.0,Table,1,100043,100043,table,4,2,1,0.7515923566878981,17,0.25,11.513365368198613,11.513365368198613
31714211,220659,70679,48877,12.0,Mean,1,100043,100043,mean,4,2,1,0.5,18,0.29411764705882354,11.513365368198613,11.513365368198613
31714455,220660,70679,49146,10.0,Table,0,559228,559334,table,5,3,1,0.7547770700636943,19,0.3333333333333333,13.234314328356778,13.234503857074522
31714455,220660,70679,49146,13.0,Median,0,559228,559334,median,1,0,0,0.6724137931034483,20,0.3157894736842105,13.234314328356778,13.234503857074522
31715238,220660,70679,49113,10.0,Table,1,142097,142097,table,6,3,2,0.7515923566878981,21,0.3,11.864272239390788,11.864272239390788
31715238,220660,70679,49113,13.0,Median,1,142097,142097,median,2,0,1,0.6695402298850575,22,0.3333333333333333,11.864272239390788,11.864272239390788
31715287,220660,70679,49080,10.0,Table,1,307591,307591,table,7,4,2,0.7515923566878981,23,0.36363636363636365,12.636529508473076,12.636529508473076
31715287,220660,70679,49080,13.0,Median,1,307591,307591,median,3,1,1,0.6695402298850575,24,0.391304347826087,12.636529508473076,12.636529508473076
31715332,220660,70679,49128,10.0,Table,1,220714,220714,table,8,5,2,0.7515923566878981,25,0.4166666666666667,12.304627555499387,12.304627555499387
31715332,220660,70679,49128,13.0,Median,1,220714,220714,median,4,2,1,0.6695402298850575,26,0.44,12.304627555499387,12.304627555499387
31715343,220662,70679,50715,10.0,Table,0,180665,180788,table,9,6,2,0.7547770700636943,27,0.46153846153846156,12.104405301709965,12.105085884381378
31715343,220662,70679,50715,14.0,Mode,0,180665,180788,mode,1,0,0,0.875,28,0.4444444444444444,12.104405301709965,12.105085884381378
31715361,220662,70679,50775,10.0,Table,1,9384,9384,table,10,6,3,0.7515923566878981,29,0.42857142857142855,9.14686794902061,9.14686794902061
31715361,220662,70679,50775,14.0,Mode,1,9384,9384,mode,2,0,1,0.8653846153846154,30,0.4482758620689655,9.14686794902061,9.14686794902061
31715368,220662,70679,50784,10.0,Table,1,15152,15152,table,11,7,3,0.7515923566878981,31,0.4666666666666667,9.625953811136162,9.625953811136162
31715368,220662,70679,50784,14.0,Mode,1,15152,15152,mode,3,1,1,0.8653846153846154,32,0.4838709677419355,9.625953811136162,9.625953811136162
31715374,220662,70679,50730,10.0,Table,1,5299,5299,table,12,8,3,0.7515923566878981,33,0.5,8.575462099540212,8.575462099540212
31715374,220662,70679,50730,14.0,Mode,1,5299,5299,mode,4,2,1,0.8653846153846154,34,0.5151515151515151,8.575462099540212,8.575462099540212
31715385,220656,70679,57823,9.0,Stem and Leaf Plot,0,86505,86700,stem leaf plot,1,0,0,0.6272189349112426,35,0.5294117647058824,11.367969054676237,11.370220696727491
31715385,220656,70679,57823,12.0,Mean,0,86505,86700,mean,5,3,1,0.50625,36,0.5142857142857142,11.367969054676237,11.370220696727491
31715469,220656,70679,57937,9.0,Stem and Leaf Plot,0,16162,16348,stem leaf plot,2,0,1,0.6272189349112426,37,0.5,9.690479958409808,9.701922012375412
31715469,220656,70679,57937,15.0,Range,0,16162,16348,range,1,0,0,0.7254901960784313,38,0.4864864864864865,9.690479958409808,9.701922012375412
31715546,220656,70679,58045,9.0,Stem and Leaf Plot,0,253579,253715,stem leaf plot,3,0,2,0.6272189349112426,39,0.47368421052631576,12.443434634081939,12.44397081021287
31715546,220656,70679,58045,14.0,Mode,0,253579,253715,mode,5,3,1,0.875,40,0.46153846153846156,12.443434634081939,12.44397081021287
31715641,220656,70679,58099,9.0,Stem and Leaf Plot,0,66371,66572,stem leaf plot,4,0,3,0.6272189349112426,41,0.45,11.103030559782677,11.106054368924086
31715641,220656,70679,58099,12.0,Mean,0,66371,66572,mean,6,3,2,0.50625,42,0.43902439024390244,11.103030559782677,11.106054368924086
33864702,277494,70679,53597,58.0,Addition Whole Numbers,1,8771,8771,addition whole number,1,0,0,0.7579365079365079,43,0.42857142857142855,9.079320109537779,9.079320109537779
33864702,277494,70679,53597,85.0,Absolute Value,1,8771,8771,absolute value,1,0,0,0.7158081705150977,44,0.4418604651162791,9.079320109537779,9.079320109537779
33864778,277495,70679,89711,277.0,Addition and Subtraction Integers,1,15451,15451,addition subtraction integer,8,0,7,0.6025998142989787,45,0.45454545454545453,9.645493723786172,9.645493723786172
33864803,277496,70679,54091,278.0,Addition and Subtraction Positive Decimals,1,246745,246745,addition subtraction positive decimal,4,0,3,0.37462235649546827,46,0.4666666666666667,12.416114746424718,12.416114746424718
33865185,277497,70679,86356,280.0,Addition and Subtraction Fractions,1,108255,108255,addition subtraction fraction,1,0,0,0.5420673076923077,47,0.4782608695652174,11.592254071580435,11.592254071580435
33865426,277498,70679,58800,280.0,Addition and Subtraction Fractions,1,20200,20200,addition subtraction fraction,2,1,0,0.5420673076923077,48,0.48936170212765956,9.913487387114461,9.913487387114461
33865510,277499,70679,49279,58.0,Addition Whole Numbers,1,25628,25628,addition whole number,2,1,0,0.7579365079365079,49,0.5,10.151479801819729,10.151479801819729
33865545,277499,70679,49282,58.0,Addition Whole Numbers,1,23701,23701,addition whole number,3,2,0,0.7579365079365079,50,0.5102040816326531,10.073314711748393,10.073314711748393
33865580,277499,70679,49263,58.0,Addition Whole Numbers,1,20779,20779,addition whole number,4,3,0,0.7579365079365079,51,0.52,9.941746264653219,9.941746264653219
33865621,277499,70679,49270,58.0,Addition Whole Numbers,1,16750,16750,addition whole number,5,4,0,0.7579365079365079,52,0.5294117647058824,9.726213236963687,9.726213236963687
33865646,277499,70679,49271,58.0,Addition Whole Numbers,1,27751,27751,addition whole number,6,5,0,0.7579365079365079,53,0.5384615384615384,10.231063188649586,10.231063188649586
33865674,277500,70679,85715,49.0,Ordering Positive Decimals,1,120141,120141,ordering positive decimal,1,0,0,0.7415730337078652,54,0.5471698113207547,11.69642965551047,11.69642965551047
33865786,277501,70679,84911,47.0,Conversion of Fraction Decimals Percents,1,35054,35054,conversion fraction decimal percent,1,0,0,0.649155722326454,55,0.5555555555555556,10.464673535641069,10.464673535641069
33865832,277501,70679,84721,47.0,Conversion of Fraction Decimals Percents,1,4960,4960,conversion fraction decimal percent,2,1,0,0.649155722326454,56,0.5636363636363636,8.509362612301048,8.509362612301048
33865847,277501,70679,84741,47.0,Conversion of Fraction Decimals Percents,1,4239,4239,conversion fraction decimal percent,3,2,0,0.649155722326454,57,0.5714285714285714,8.352318548226004,8.352318548226004
33865874,277502,70679,85804,47.0,Conversion of Fraction Decimals Percents,1,17056,17056,conversion fraction decimal percent,4,3,0,0.649155722326454,58,0.5789473684210527,9.744315955640873,9.744315955640873
33865975,277503,70679,85953,47.0,Conversion of Fraction Decimals Percents,1,11560,11560,conversion fraction decimal percent,5,4,0,0.649155722326454,59,0.5862068965517241,9.355392643675321,9.355392643675321
33866015,277504,70679,61113,47.0,Conversion of Fraction Decimals Percents,1,137373,137373,conversion fraction decimal percent,6,5,0,0.649155722326454,60,0.5932203389830508,11.830462412334569,11.830462412334569
33866175,277505,70679,87844,34.0,Unit Conversion Within a System,0,33059,67260,unit conversion within system,1,0,0,0.6129032258064516,61,0.6,10.406079371375014,11.116335852861406
33866175,277505,70679,87844,81.0,Unit Rate,0,33059,67260,unit rate,1,0,0,0.4155844155844156,62,0.5901639344262295,10.406079371375014,11.116335852861406
33866500,277511,70679,51589,86.0,Exponents,1,29417,29417,exponent,1,0,0,0.7579250720461095,63,0.5806451612903226,10.289362010879287,10.289362010879287
33866762,277507,70679,88557,276.0,Multiplication and Division Positive Decimals,1,17251,17251,multiplication division positive decimal,1,0,0,0.5576923076923077,64,0.5873015873015873,9.755683357767733,9.755683357767733
33866776,277525,70679,66464,49.0,Ordering Positive Decimals,1,6292,6292,ordering positive decimal,2,1,0,0.7415730337078652,65,0.59375,8.747193183526933,8.747193183526933
35033880,277506,70679,85097,70.0,Percent Of,1,32304,32304,percent,1,0,0,0.4476987447698745,66,0.6,10.382977295992266,10.382977295992266
35033902,277508,70679,87033,61.0,Division Fractions,0,7229,62825,division fraction,1,0,0,0.5443786982248521,67,0.6060606060606061,8.88599431515281,11.048124279515518
35033916,277508,70679,87119,61.0,Division Fractions,1,43910,43910,division fraction,2,0,1,0.5384615384615384,68,0.5970149253731343,10.689920137152056,10.689920137152056
35033929,277508,70679,87024,61.0,Division Fractions,1,73336,73336,division fraction,3,1,1,0.5384615384615384,69,0.6029411764705882,11.20282053541643,11.20282053541643
35033965,277508,70679,87030,61.0,Division Fractions,1,10766,10766,division fraction,4,2,1,0.5384615384615384,70,0.6086956521739131,9.284241179815718,9.284241179815718
35033978,277509,70679,54460,279.0,Multiplication and Division Integers,1,11378,11378,multiplication division integer,1,0,0,0.7894736842105263,71,0.6142857142857143,9.339524830357009,9.339524830357009
35033991,277510,70679,54541,279.0,Multiplication and Division Integers,1,41336,41336,multiplication division integer,2,1,0,0.7894736842105263,72,0.6197183098591549,10.629513261662012,10.629513261662012
35034412,277513,70679,108966,77.0,Finding Percents,1,42705,42705,finding percent,1,0,0,0.3561643835616438,73,0.625,10.66209470456786,10.66209470456786
35034438,277513,70679,108987,77.0,Finding Percents,1,53628,53628,finding percent,2,1,0,0.3561643835616438,74,0.6301369863013698,10.889845245523059,10.889845245523059
35034451,277513,70679,108918,77.0,Finding Percents,1,25453,25453,finding percent,3,2,0,0.3561643835616438,75,0.6351351351351351,10.144628180551992,10.144628180551992
35034463,277514,70679,87471,83.0,Divisibility Rules,1,17145,17145,divisibility rule,1,0,0,0.5471698113207547,76,0.64,9.749520189238702,9.749520189238702
35034472,277514,70679,87467,83.0,Divisibility Rules,0,74905,77584,divisibility rule,2,1,0,0.5566037735849056,77,0.6447368421052632,11.22398927310601,11.259129388517584
35034495,277514,70679,87438,83.0,Divisibility Rules,1,8213,8213,divisibility rule,3,1,1,0.5471698113207547,78,0.6363636363636364,9.013595294516504,9.013595294516504
35034511,277514,70679,87513,83.0,Divisibility Rules,1,26647,26647,divisibility rule,4,2,1,0.5471698113207547,79,0.6410256410256411,10.190469379873516,10.190469379873516
35034519,277514,70679,87590,83.0,Divisibility Rules,1,4384,4384,divisibility rule,5,3,1,0.5471698113207547,80,0.6455696202531646,8.385944904806284,8.385944904806284
35034526,277514,70679,87446,83.0,Divisibility Rules,1,9479,9479,divisibility rule,6,4,1,0.5471698113207547,81,0.65,9.156939595249067,9.156939595249067
35034532,277514,70679,87563,83.0,Divisibility Rules,1,3148,3148,divisibility rule,7,5,1,0.5471698113207547,82,0.654320987654321,8.054840221101024,8.054840221101024
35034550,277515,70679,90230,279.0,Multiplication and Division Integers,1,6580,6580,multiplication division integer,3,2,0,0.7894736842105263,83,0.6585365853658537,8.791941988456118,8.791941988456118
35034561,277516,70679,90701,92.0,Pattern Finding ,0,75477,310014,pattern finding,1,0,0,0.3170731707317073,84,0.6626506024096386,11.231596502046113,12.644375962387485
35034673,277516,70679,90365,279.0,Multiplication and Division Integers,1,4602,4602,multiplication division integer,4,3,0,0.7894736842105263,85,0.6547619047619048,8.434463543817241,8.434463543817241
35034682,277516,70679,90636,279.0,Multiplication and Division Integers,1,3712,3712,multiplication division integer,5,4,0,0.7894736842105263,86,0.6588235294117647,8.21959545417708,8.21959545417708
35034690,277516,70679,90356,279.0,Multiplication and Division Integers,1,3094,3094,multiplication division integer,6,5,0,0.7894736842105263,87,0.6627906976744186,8.037543185118697,8.037543185118697
35034711,277517,70679,89957,277.0,Addition and Subtraction Integers,1,70418,70418,addition subtraction integer,9,1,7,0.6025998142989787,88,0.6666666666666666,11.162218392096998,11.162218392096998
35034767,277518,70679,86226,65.0,Least Common Multiple,1,23582,23582,least common multiple,1,0,0,0.6456692913385826,89,0.6704545454545454,10.068281392461866,10.068281392461866
35034783,277518,70679,86221,65.0,Least Common Multiple,1,6137,6137,least common multiple,2,1,0,0.6456692913385826,90,0.6741573033707865,8.722254235179681,8.722254235179681
35034802,277519,70679,86152,65.0,Least Common Multiple,0,37293,57941,least common multiple,3,2,0,0.6535433070866141,91,0.6777777777777778,10.526587734784039,10.967197789194973
35034829,277519,70679,86172,65.0,Least Common Multiple,1,3776,3776,least common multiple,4,2,1,0.6456692913385826,92,0.6703296703296703,8.236685322712457,8.236685322712457
35034836,277519,70679,86157,65.0,Least Common Multiple,0,3666,7218,least common multiple,5,3,1,0.6535433070866141,93,0.6739130434782609,8.207129168071326,8.88447171813916
35034846,277519,70679,86149,65.0,Least Common Multiple,1,2344,2344,least common multiple,6,3,2,0.6456692913385826,94,0.6666666666666666,7.76004068088038,7.76004068088038
35034854,277519,70679,86143,65.0,Least Common Multiple,1,3134,3134,least common multiple,7,4,2,0.6456692913385826,95,0.6702127659574468,8.050384453067021,8.050384453067021
35034861,277519,70679,86155,65.0,Least Common Multiple,1,3209,3209,least common multiple,8,5,2,0.6456692913385826,96,0.6736842105263158,8.07402621612406,8.07402621612406
35034880,277520,70679,54143,67.0,Multiplication Fractions,1,76207,76207,multiplication fraction,1,0,0,0.5492424242424242,97,0.6770833333333334,11.241221723040642,11.241221723040642
35034937,277521,70679,86840,67.0,Multiplication Fractions,1,54037,54037,multiplication fraction,2,1,0,0.5492424242424242,98,0.6804123711340206,10.89744278176676,10.89744278176676
35034974,277522,70679,54241,279.0,Multiplication and Division Integers,1,4222,4222,multiplication division integer,7,6,0,0.7894736842105263,99,0.6836734693877551,8.348301054933943,8.348301054933943
35034988,277523,70679,62652,49.0,Ordering Positive Decimals,1,18703,18703,ordering positive decimal,3,2,0,0.7415730337078652,100,0.6868686868686869,9.83649268371185,9.83649268371185
35034988,277523,70679,62652,50.0,Ordering Fractions,1,18703,18703,ordering fraction,1,0,0,0.8119834710743802,101,0.69,9.83649268371185,9.83649268371185
35035001,277524,70679,52828,49.0,Ordering Positive Decimals,1,8428,8428,ordering positive decimal,4,3,0,0.7415730337078652,102,0.693069306930693,9.039433419997483,9.039433419997483
35035021,277526,70679,97928,50.0,Ordering Fractions,1,33023,33023,ordering fraction,2,1,0,0.8119834710743802,103,0.696078431372549,10.404989848841234,10.404989848841234
35035037,277526,70679,97840,50.0,Ordering Fractions,1,8980,8980,ordering fraction,3,2,0,0.8119834710743802,104,0.6990291262135923,9.10286651367095,9.10286651367095
35035044,277526,70679,97876,50.0,Ordering Fractions,1,5866,5866,ordering fraction,4,3,0,0.8119834710743802,105,0.7019230769230769,8.67709870892586,8.67709870892586
35035059,277526,70679,97880,50.0,Ordering Fractions,1,4340,4340,ordering fraction,5,4,0,0.8119834710743802,106,0.7047619047619048,8.375860015299594,8.375860015299594
35035070,277526,70679,97904,50.0,Ordering Fractions,1,43951,43951,ordering fraction,6,5,0,0.8119834710743802,107,0.7075471698113207,10.690853408335055,10.690853408335055
35035089,277527,70679,66289,50.0,Ordering Fractions,1,12793,12793,ordering fraction,7,6,0,0.8119834710743802,108,0.7102803738317757,9.456731590010083,9.456731590010083
35035108,277528,70679,53342,51.0,Ordering Integers,1,13667,13667,ordering integer,1,0,0,0.811965811965812,109,0.7129629629629629,9.522812613235182,9.522812613235182
35035147,277529,70679,66635,51.0,Ordering Integers,1,6308,6308,ordering integer,2,1,0,0.811965811965812,110,0.7155963302752294,8.74973246437081,8.74973246437081
21441480,263315,70758,54015,278.0,Addition and Subtraction Positive Decimals,1,10219,10219,addition subtraction positive decimal,1,0,0,0.37462235649546827,1,0.6138370626120444,9.232101863757695,9.232101863757695
21441627,263316,70758,53792,280.0,Addition and Subtraction Fractions,1,59407,59407,addition subtraction fraction,1,0,0,0.5420673076923077,2,1.0,10.992184176416862,10.992184176416862
21442047,263321,70758,54211,279.0,Multiplication and Division Integers,1,8031,8031,multiplication division integer,1,0,0,0.7894736842105263,3,1.0,8.99118884193151,8.99118884193151
21442152,263317,70758,58827,280.0,Addition and Subtraction Fractions,1,28375,28375,addition subtraction fraction,2,1,0,0.5420673076923077,4,1.0,10.253298996453458,10.253298996453458
21442400,263320,70758,54162,67.0,Multiplication Fractions,0,182409,272004,multiplication fraction,1,0,0,0.553030303030303,5,1.0,12.11401217968096,12.513575727462122
21444247,263320,70758,54150,67.0,Multiplication Fractions,1,29328,29328,multiplication fraction,2,0,1,0.5492424242424242,6,0.8,10.286332066606759,10.286332066606759
21444430,263320,70758,54109,67.0,Multiplication Fractions,1,27266,27266,multiplication fraction,3,1,1,0.5492424242424242,7,0.8333333333333334,10.21343245878688,10.21343245878688
21444666,263320,70758,54129,67.0,Multiplication Fractions,1,10250,10250,multiplication fraction,4,2,1,0.5492424242424242,8,0.8571428571428571,9.235130540783402,9.235130540783402
21444787,263319,70758,54031,278.0,Addition and Subtraction Positive Decimals,1,45345,45345,addition subtraction positive decimal,2,1,0,0.37462235649546827,9,0.875,10.722077248786588,10.722077248786588
21445266,263318,70758,49270,58.0,Addition Whole Numbers,1,47563,47563,addition whole number,1,0,0,0.7579365079365079,10,0.8888888888888888,10.769831451557469,10.769831451557469
21445680,263322,70758,53923,277.0,Addition and Subtraction Integers,1,39781,39781,addition subtraction integer,1,0,0,0.6025998142989787,11,0.9,10.591169827665006,10.591169827665006
21446191,263323,70758,54591,279.0,Multiplication and Division Integers,1,83297,83297,multiplication division integer,2,1,0,0.7894736842105263,12,0.9090909090909091,11.330179818262858,11.330179818262858
24571866,263331,70758,71775,24.0,Congruence,1,16943,16943,congruence,1,0,0,0.8181818181818182,13,0.9166666666666666,9.737669067841187,9.737669067841187
29440880,270537,70758,85427,58.0,Addition Whole Numbers,1,130949,130949,addition whole number,2,1,0,0.7579365079365079,14,0.9230769230769231,11.782570849935858,11.782570849935858
29440880,270537,70758,85427,85.0,Absolute Value,1,130949,130949,absolute value,1,0,0,0.7158081705150977,15,0.9285714285714286,11.782570849935858,11.782570849935858
29440916,270538,70758,53585,58.0,Addition Whole Numbers,1,17076,17076,addition whole number,3,2,0,0.7579365079365079,16,0.9333333333333333,9.745487807887239,9.745487807887239
29440916,270538,70758,53585,85.0,Absolute Value,1,17076,17076,absolute value,2,1,0,0.7158081705150977,17,0.9375,9.745487807887239,9.745487807887239
29440938,270539,70758,54059,278.0,Addition and Subtraction Positive Decimals,1,35196,35196,addition subtraction positive decimal,3,2,0,0.37462235649546827,18,0.9411764705882353,10.468716130681411,10.468716130681411
29440960,270540,70758,86551,280.0,Addition and Subtraction Fractions,0,114546,118794,addition subtraction fraction,3,2,0,0.5432692307692307,19,0.9444444444444444,11.648740498101764,11.685154597482889
