id,review,rating,sentiment,word_count_raw
81428,"I learnt several significant things: that Psychology can also apply to the Positive psyche and its development, and the existence of the Vagus nerve, which to me was a revelation about the physical link between the brain/mind and the heart - something most of us intuitively believe to be true. So I know there is science to support the advice of ""think with your heart!""I like the format Dr. Fredrickson uses so effectively - a circle of participants who share their experiences and perspectives in a friendly manner, this walking the talk. It almost makes me want to join the group. About the only thing missing is a glowing fireplace! She also emanates a very positive, open approach, again teaching by example, which I believe is the best way to teach.Finally, I am very comforted by the knowledge Positive Psychology supports the teachings of Buddha and Jesus, which essentially is ""As you think, so shall you be."" This realization and awareness will change how I interact with others, bring about results in accordance with positive thoughts, and so change my life. As a first step, I will join IPPA.My deep sense of gratitude to Dr. Fredrickson and her colleagues in the course. Thank you!",5,Positive,204
100271,It is a good course that gives you a general idea about how to manage your time.,3,Neutral,17
5449,"The first three courses in this Duke series were superbly well done. I have taken numerous courses from Harvard and Johns Hopkins, and none of them compare in quality of execution of the first three Duke courses in this series.And then there was Bayesian Statistics: much of the ""instruction"" in this course was truly awful. The quality of the slides and video and so on was still excellent, but the ""teaching"" was horrible. Vast amounts of totally unexplained jargon and very extensive equations were thrown at the students with the apparent assumption that the course was a review for postdoctoral statistics students. When material is beyond the scope of what perspective students can reasonably be expected to understand, faculty members should be honest enough to just say so rather than pretending to teach the subject matter.I appreciate very much what the Duke faculty achieved in the first three courses, but the treatment of Bayesian statistics that I have just suffered through was shameful.",1,Negative,163
72773,"A great course that will take you way past what you may remember of linear regression from high school or college days. This course is part math, part algorithms and part application (in Python). I loved it. The instructors are good and the material is generally well presented (I took the course the first time through, so there seemed to be a few gaps / rough edges.)This course may be intimidating if you don't like mathematical notation, or if you have never used Python before. It may also be challenging if your high school / college freshman calculus is rusty. The concepts aren't super hard (basic statistics, integration, differentiation, matrix math but with multi-variate twists), but you will need to think carefully through some lessons to appreciate them.The online tests are good - and the instructions for each week's problems are detailed. There is enough guidance to clearly show what needs to be done, but enough gaps to bridge that you're made to think about the problem at hand.",5,Positive,169
83846,"Fantastic course! Clear, concise, with a lot of great concepts. It really shows Python's power for working with data, and I'm excited to take it even further in the next course. Thank you Dr. Chuck!",5,Positive,35
105482,It is usefull because you learn about different aspecst you usually omit but now you can work on that.,5,Positive,19
54131,Excellent explanation on the principal knowledge in Machine Learning,5,Positive,9
2255,Perfect guided course. The only handicap to me is the accent of the speaking English. I hardly understand what they are saying without subtitles.Thx for your all precious effort.,1,Negative,29
19001,"Simple, direct and perfect",5,Positive,4
99816,This course it was great because I learn some tools to my career.,5,Positive,13
16384,"The material itself isn't bad, but the course instructors never respond to questions. What's the point of the class if I can't get my questions answered?",1,Negative,26
15668,"I've got the chance to practice writing and I've learned some interesting insights, but I think the instructor didn't put too much effort into this course. All there is to it are 'shop talks' and too little structure.",3,Neutral,38
22071,Good course It is a must for an budding astrophysicist!!,5,Positive,10
42303,Some good points. Spends a lot of time on self-advertisement. Takes a lot of time to get to the point.,2,Negative,20
102323,Very instructive!!!!!Nice explanations and a lot to learn about SEO,5,Positive,10
96241,"Course content is good, however instructions for the assignments are not complete. Often, instructions for the assignments that are required in the grading criteria are buried in the discussion forums, sometimes in multiple threads. And the method of grading is also only explained in the discussion forum. This can lead to the peer review grades being difficult to assign. The assignment pages should be updated to properly include ALL requirements and an explanation of how to grade the assignment.",3,Neutral,79
84181,Very simple and functional,5,Positive,4
94371,"Too much surface, not enough depth.",1,Negative,6
48228,EXTREMELY helpful to my learning! AND FUN!,5,Positive,7
74872,"Well it's good beginners course, but i think you can teach more syntax and tools before heading into Data structures.",4,Positive,20
12043,"Comprehensive and interesting course, covering BitCoin related topics in an easy to comprehend way.One thing that can be improved are programming assignements - it would be much easier if there would be project (Eclipse, IntelliJ, maven, ...) and unit tests provided.",4,Positive,41
99746,Great basic overview,3,Neutral,3
3694,All this peer grading nonsense is garbage. If we are gonna pay 63$ a month of something we can at least get the proper grading system included.,1,Negative,27
41299,A couple of results in Q1 directly contradict the theory. Course is quite unreliable.,1,Negative,14
104330,This course needs too much C/C++ knowledge and the test are far too code oriented. You have to give textual answers without having enough help for memory calculation.,1,Negative,28
64641,I think the class gives me a new perspective of the history. The professor offers,5,Positive,15
12967,"The videos and documents are not balanced with the quizzes. The quiz questions are sometimes verbatim sentences from one book with a missing word - which I find hardly a test of acquired knowledge. The course must rise above only a few definitions and rough concepts. Most of the video's hardly offer insights - they last only 2 minutes and cover a few of those definitions. This course has a lot of potential, but in its current format and content it was a disappointment.",2,Negative,84
38641,"As other reviewers have noted, this course is NOT for beginning programmers! (Unless maybe you are a mathematical genius with total recall.)I have a little background in programming, HTML and CSS, but I found this course to be an absolute nightmare. It would be interesting to find out if any of the rave reviews came from real beginners.Most of the problems have already been noted by other reviews, so I will only mention a few that I did not see mentioned.The course requirements should include hardware and software essentials. In particular, the student has no choice but to use Android Studio. If their system is not running a 64bit OS at 2.4 GHz with at least 8 GB of RAM, it can literally take DAYS for Studio to complete the build so that the student can do anything with assignment code.There is a desperate need for a glossary. The course dives in with more acronyms than the military, and assumes the attmpting learner already has a handle on APIs, SDKs, etc., not to mention many other technical terms (interfaces, ...). If I asked the average programmer to evaluate the MT based on comparisons with the Complutensian Polyglot and Codex Alexandricus, the effect would probably be about the same.Another glaring omission for beginners is a battery of exercises for each concept/skill.As for ""We've organized all these topics into units that represent roughly 4-6 hours of work each,"" that is absurd! If you multiplied that by 10, it would still be a stretch.I have no doubt about the programming and technical competence of the instructors (though there are some errors in a number of the instructions). And I'm sure they are very nice people who really want others to learn. The root problem seems to be what professional communicators call ""The Curse of Knowledge"" -- a syndrome in which a person is so familiar with their subject that they cannot begin to imagine what it is like for someone who is not.My recommendation to a beginner is to look somewhere else. Take a good introductory course in Java before diving into the vastly more complex world of the Android environment. I am not qualified to evaluate the course from the perspective of an experienced programmer, but I have noted that they are frustrated by clutter caused by token attempts to make this a beginner course.My recommendation to the faculty is to completely re-engineer this whole specialization. They should have a separate set of courses truly designed for beginners, and they should get help from qualified instructional designers who specialize in online adult education. (Might not be a bad idea to get the VU English department to review the lecture text as well.)My recommendation to anyone is to never believe anything Coursera tells you about a course. Audit the course BEFORE you pay any money! This is especially important if the course has not actually started. This course started two months late, and I could not get a refund before the course even got under way!After taking nearly 6 months to wade through a little over half the course requirements, I decided to look at the rest of the assignments and project. This removed all doubt that to continue was a hopeless waste of time. So, I decided to end the nightmare, and I'm glad it's over!",1,Negative,554
12436,I had many problems with the final two programming assignments with running Spark in the VM and there isn't a lot of help available online.,2,Negative,25
16750,"Poor english, hard to follow assignments (instructions spread out over 3-4 microsoft word documents with no links between them). Teaches SQL with MixedCase namings, all-named constraints and other non-standard syntax.",2,Negative,30
100671,"The writing instructor is great, and the ideas are good. I didn't like the interaction sessions with the other two instructors, i want to learn about writing not hear about other stuff or listen to some folks at a cafe. I thought it was a waste of time. Also, I didn't like that the example used was a memo for Coursera about their own course! They could have picked something more interesting. Good ideas, not ideal execution.",3,Neutral,77
