order_id,assignment_id,user_id,problem_id,skill_id,skill_name,correct,attempt_count,hint_count,hint_total,ms_first_response,overlap_time,clean_skill_name
29441189,270541,70758,53790,280.0,Addition and Subtraction Fractions,1,1,0,3,25760,25760,addition subtraction fraction
29441200,270542,70758,49280,58.0,Addition Whole Numbers,1,1,0,4,28235,28235,addition whole number
29441211,270542,70758,49289,58.0,Addition Whole Numbers,1,1,0,4,89205,89205,addition whole number
29441221,270542,70758,49274,58.0,Addition Whole Numbers,1,1,0,4,53464,53464,addition whole number
29441229,270542,70758,49261,58.0,Addition Whole Numbers,1,1,0,4,21984,21984,addition whole number
29441237,270542,70758,49264,58.0,Addition Whole Numbers,1,1,0,4,39616,39616,addition whole number
29441305,270543,70758,85708,49.0,Ordering Positive Decimals,1,1,0,4,77119,77119,ordering positive decimal
29441582,270544,70758,84964,47.0,Conversion of Fraction Decimals Percents,1,1,0,2,17142,17142,conversion fraction decimal percent
29441654,270544,70758,84946,47.0,Conversion of Fraction Decimals Percents,1,1,0,2,8890,8890,conversion fraction decimal percent
29441675,270544,70758,84829,47.0,Conversion of Fraction Decimals Percents,1,1,0,2,7431,7431,conversion fraction decimal percent
29441748,270545,70758,85871,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,12796,12796,conversion fraction decimal percent
29441839,270546,70758,85944,47.0,Conversion of Fraction Decimals Percents,0,4,0,3,96602,242649,conversion fraction decimal percent
29442278,270546,70758,86050,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,345186,345186,conversion fraction decimal percent
29443091,270546,70758,85951,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,19353,19353,conversion fraction decimal percent
29443189,270546,70758,85960,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,36170,36170,conversion fraction decimal percent
29443943,270547,70758,61095,47.0,Conversion of Fraction Decimals Percents,1,1,0,5,38826,38826,conversion fraction decimal percent
29444225,270548,70758,87844,34.0,Unit Conversion Within a System,0,3,0,3,26472,60181,unit conversion within system
29444225,270548,70758,87844,81.0,Unit Rate,0,3,0,3,26472,60181,unit rate
29444536,270548,70758,87853,34.0,Unit Conversion Within a System,1,1,0,3,23764,23764,unit conversion within system
29444536,270548,70758,87853,81.0,Unit Rate,1,1,0,3,23764,23764,unit rate
29444622,270548,70758,87689,34.0,Unit Conversion Within a System,1,1,0,2,14667,14667,unit conversion within system
29444701,270548,70758,87748,34.0,Unit Conversion Within a System,0,3,3,3,70289,126417,unit conversion within system
29445207,270548,70758,87846,34.0,Unit Conversion Within a System,0,4,0,3,49464,713942,unit conversion within system
29445207,270548,70758,87846,81.0,Unit Rate,0,4,0,3,49464,713942,unit rate
29479490,270540,70758,86353,280.0,Addition and Subtraction Fractions,1,1,0,4,762967,762967,addition subtraction fraction
29479765,270540,70758,86555,280.0,Addition and Subtraction Fractions,0,5,4,4,153992,1718604,addition subtraction fraction
29480651,270540,70758,86315,280.0,Addition and Subtraction Fractions,1,1,0,4,14626,14626,addition subtraction fraction
29480661,270540,70758,86525,280.0,Addition and Subtraction Fractions,1,1,0,4,263007,263007,addition subtraction fraction
29480702,270540,70758,86448,280.0,Addition and Subtraction Fractions,1,1,0,4,20806,20806,addition subtraction fraction
30105381,270548,70758,87665,34.0,Unit Conversion Within a System,1,1,0,2,78055,78055,unit conversion within system
30105523,270548,70758,87652,34.0,Unit Conversion Within a System,0,2,0,5,61007,64366,unit conversion within system
30105523,270548,70758,87652,69.0,Multiplication Whole Numbers,0,2,0,5,61007,64366,multiplication whole number
30105594,270548,70758,87744,34.0,Unit Conversion Within a System,1,1,0,3,28364,28364,unit conversion within system
30105631,270548,70758,87660,34.0,Unit Conversion Within a System,1,1,0,5,37214,37214,unit conversion within system
30105631,270548,70758,87660,69.0,Multiplication Whole Numbers,1,1,0,5,37214,37214,multiplication whole number
30105680,270548,70758,87635,34.0,Unit Conversion Within a System,1,1,0,5,23179,23179,unit conversion within system
30105680,270548,70758,87635,69.0,Multiplication Whole Numbers,1,1,0,5,23179,23179,multiplication whole number
30105714,270549,70758,85681,70.0,Percent Of,0,4,0,4,141271,151610,percent
30105982,270549,70758,86097,70.0,Percent Of,1,1,0,4,67978,67978,percent
30106068,270549,70758,85091,70.0,Percent Of,1,1,0,4,60095,60095,percent
30106170,270549,70758,84622,70.0,Percent Of,1,1,0,4,57900,57900,percent
30106222,270550,70758,88552,276.0,Multiplication and Division Positive Decimals,1,1,0,6,33577,33577,multiplication division positive decimal
30106314,270551,70758,87093,61.0,Division Fractions,1,1,0,4,173749,173749,division fraction
30106588,270552,70758,54453,279.0,Multiplication and Division Integers,1,1,0,4,50546,50546,multiplication division integer
30106643,270553,70758,54478,279.0,Multiplication and Division Integers,1,1,0,0,182165,182165,multiplication division integer
30106878,270554,70758,58775,86.0,Exponents,1,1,0,5,42394,42394,exponent
30793577,220661,70758,49242,10.0,Table,1,1,0,0,29922,29922,table
30793577,220661,70758,49242,15.0,Range,1,1,0,0,29922,29922,range
30793633,220661,70758,49236,10.0,Table,1,1,0,0,29489,29489,table
30793633,220661,70758,49236,15.0,Range,1,1,0,0,29489,29489,range
30793903,220670,70758,56712,10.0,Table,1,1,0,0,174615,174615,table
30793903,220670,70758,56712,13.0,Median,1,1,0,0,174615,174615,median
30794156,220670,70758,56766,10.0,Table,1,1,0,0,108500,108500,table
30794156,220670,70758,56766,13.0,Median,1,1,0,0,108500,108500,median
30794598,270593,70758,80394,63.0,Estimation,0,1,0,0,27926,27951,estimation
30794598,270593,70758,80394,75.0,Square Root,0,1,0,0,27926,27951,square root
30794909,270593,70758,80592,63.0,Estimation,1,1,0,0,7299,7299,estimation
30794909,270593,70758,80592,75.0,Square Root,1,1,0,0,7299,7299,square root
30794957,270593,70758,80550,63.0,Estimation,1,1,0,0,15200,15200,estimation
30794957,270593,70758,80550,75.0,Square Root,1,1,0,0,15200,15200,square root
30794999,270593,70758,80478,63.0,Estimation,1,1,0,0,14475,14475,estimation
30794999,270593,70758,80478,75.0,Square Root,1,1,0,0,14475,14475,square root
30795051,270593,70758,80628,63.0,Estimation,1,1,0,0,73424,73424,estimation
30795051,270593,70758,80628,75.0,Square Root,1,1,0,0,73424,73424,square root
30795249,270592,70758,89626,75.0,Square Root,1,1,0,3,22576,22576,square root
30795735,270594,70758,86755,280.0,Addition and Subtraction Fractions,1,1,0,4,442869,442869,addition subtraction fraction
30796347,270591,70758,85217,77.0,Finding Percents,0,2,0,3,232465,236134,finding percent
30796561,270591,70758,94892,70.0,Percent Of,1,1,0,3,83802,83802,percent
30796723,270591,70758,94876,70.0,Percent Of,1,1,0,3,26205,26205,percent
30796782,270591,70758,85210,77.0,Finding Percents,0,5,0,3,157140,210084,finding percent
30824164,266773,71144,90515,279.0,Multiplication and Division Integers,1,1,0,0,8141,8141,multiplication division integer
30824219,266774,71144,90188,279.0,Multiplication and Division Integers,0,2,0,5,476707,481504,multiplication division integer
30825044,266774,71144,90159,279.0,Multiplication and Division Integers,1,1,0,5,3875,3875,multiplication division integer
30825057,266774,71144,90037,279.0,Multiplication and Division Integers,1,1,0,0,7359,7359,multiplication division integer
30825090,266774,71144,90061,279.0,Multiplication and Division Integers,1,1,0,0,5328,5328,multiplication division integer
33660173,279792,71144,53585,58.0,Addition Whole Numbers,1,1,0,0,284795,284795,addition whole number
33660173,279792,71144,53585,85.0,Absolute Value,1,1,0,0,284795,284795,absolute value
33661997,279792,71144,53597,58.0,Addition Whole Numbers,1,1,0,0,5640,5640,addition whole number
33661997,279792,71144,53597,85.0,Absolute Value,1,1,0,0,5640,5640,absolute value
33662050,279792,71144,53665,74.0,Subtraction Whole Numbers,1,1,0,0,6000,6000,subtraction whole number
33662050,279792,71144,53665,85.0,Absolute Value,1,1,0,0,6000,6000,absolute value
33662100,279792,71144,53617,58.0,Addition Whole Numbers,1,1,0,0,6875,6875,addition whole number
33662100,279792,71144,53617,85.0,Absolute Value,1,1,0,0,6875,6875,absolute value
33662177,279792,71144,53757,74.0,Subtraction Whole Numbers,1,1,0,0,6312,6312,subtraction whole number
33662177,279792,71144,53757,85.0,Absolute Value,1,1,0,0,6312,6312,absolute value
33662569,279793,71144,84733,85.0,Absolute Value,1,1,0,3,5500,5500,absolute value
33662624,279793,71144,85286,74.0,Subtraction Whole Numbers,1,1,0,0,18796,18796,subtraction whole number
33662624,279793,71144,85286,85.0,Absolute Value,1,1,0,0,18796,18796,absolute value
33662776,279793,71144,85486,74.0,Subtraction Whole Numbers,1,1,0,0,8656,8656,subtraction whole number
33662776,279793,71144,85486,85.0,Absolute Value,1,1,0,0,8656,8656,absolute value
33662833,279793,71144,85390,58.0,Addition Whole Numbers,1,1,0,0,5266,5266,addition whole number
33662833,279793,71144,85390,85.0,Absolute Value,1,1,0,0,5266,5266,absolute value
33662876,279793,71144,85395,74.0,Subtraction Whole Numbers,1,1,0,0,5703,5703,subtraction whole number
33662876,279793,71144,85395,85.0,Absolute Value,1,1,0,0,5703,5703,absolute value
35182119,279792,71146,53653,74.0,Subtraction Whole Numbers,1,1,0,0,8656,8656,subtraction whole number
35182119,279792,71146,53653,85.0,Absolute Value,1,1,0,0,8656,8656,absolute value
35182165,279792,71146,53713,74.0,Subtraction Whole Numbers,1,1,0,0,7156,7156,subtraction whole number
35182165,279792,71146,53713,85.0,Absolute Value,1,1,0,0,7156,7156,absolute value
35182205,279792,71146,53561,58.0,Addition Whole Numbers,1,1,0,0,4703,4703,addition whole number
35182205,279792,71146,53561,85.0,Absolute Value,1,1,0,0,4703,4703,absolute value
35182231,279792,71146,53625,58.0,Addition Whole Numbers,1,1,0,0,2937,2937,addition whole number
35182231,279792,71146,53625,85.0,Absolute Value,1,1,0,0,2937,2937,absolute value
35182258,279792,71146,53585,58.0,Addition Whole Numbers,1,1,0,0,5687,5687,addition whole number
35182258,279792,71146,53585,85.0,Absolute Value,1,1,0,0,5687,5687,absolute value
35182348,279793,71146,85322,74.0,Subtraction Whole Numbers,1,1,0,0,17250,17250,subtraction whole number
35182348,279793,71146,85322,85.0,Absolute Value,1,1,0,0,17250,17250,absolute value
35182483,279793,71146,84809,58.0,Addition Whole Numbers,1,1,0,0,9141,9141,addition whole number
35182483,279793,71146,84809,85.0,Absolute Value,1,1,0,0,9141,9141,absolute value
35182546,279793,71146,85415,58.0,Addition Whole Numbers,1,1,0,0,6188,6188,addition whole number
35182546,279793,71146,85415,85.0,Absolute Value,1,1,0,0,6188,6188,absolute value
35182593,279793,71146,84737,85.0,Absolute Value,1,1,0,3,4672,4672,absolute value
35182614,279793,71146,84736,85.0,Absolute Value,1,1,0,3,4422,4422,absolute value
33651023,279792,71151,53725,74.0,Subtraction Whole Numbers,1,1,0,0,41561,41561,subtraction whole number
33651023,279792,71151,53725,85.0,Absolute Value,1,1,0,0,41561,41561,absolute value
33651348,279792,71151,53597,58.0,Addition Whole Numbers,1,1,0,0,105371,105371,addition whole number
33651348,279792,71151,53597,85.0,Absolute Value,1,1,0,0,105371,105371,absolute value
33652306,279792,71151,53577,58.0,Addition Whole Numbers,1,1,0,0,14687,14687,addition whole number
33652306,279792,71151,53577,85.0,Absolute Value,1,1,0,0,14687,14687,absolute value
33652443,279792,71151,53613,58.0,Addition Whole Numbers,1,1,0,0,11969,11969,addition whole number
