order_id,assignment_id,user_id,problem_id,skill_id,skill_name,correct,attempt_count,hint_count,hint_total,ms_first_response,overlap_time
33865510,277499,70679,49279,58.0,Addition Whole Numbers,1,1,0,4,25628,25628
33865545,277499,70679,49282,58.0,Addition Whole Numbers,1,1,0,4,23701,23701
33865580,277499,70679,49263,58.0,Addition Whole Numbers,1,1,0,4,20779,20779
33865621,277499,70679,49270,58.0,Addition Whole Numbers,1,1,0,4,16750,16750
33865646,277499,70679,49271,58.0,Addition Whole Numbers,1,1,0,4,27751,27751
33865674,277500,70679,85715,49.0,Ordering Positive Decimals,1,1,0,4,120141,120141
33865786,277501,70679,84911,47.0,Conversion of Fraction Decimals Percents,1,1,0,2,35054,35054
33865832,277501,70679,84721,47.0,Conversion of Fraction Decimals Percents,1,1,0,2,4960,4960
33865847,277501,70679,84741,47.0,Conversion of Fraction Decimals Percents,1,1,0,2,4239,4239
33865874,277502,70679,85804,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,17056,17056
33865975,277503,70679,85953,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,11560,11560
33866015,277504,70679,61113,47.0,Conversion of Fraction Decimals Percents,1,1,0,5,137373,137373
33866175,277505,70679,87844,34.0,Unit Conversion Within a System,0,2,1,3,33059,67260
33866175,277505,70679,87844,81.0,Unit Rate,0,2,1,3,33059,67260
33866500,277511,70679,51589,86.0,Exponents,1,1,0,3,29417,29417
33866762,277507,70679,88557,276.0,Multiplication and Division Positive Decimals,1,1,0,6,17251,17251
33866776,277525,70679,66464,49.0,Ordering Positive Decimals,1,1,0,0,6292,6292
35033880,277506,70679,85097,70.0,Percent Of,1,1,0,4,32304,32304
35033902,277508,70679,87033,61.0,Division Fractions,0,2,1,5,7229,62825
35033916,277508,70679,87119,61.0,Division Fractions,1,1,0,4,43910,43910
35033929,277508,70679,87024,61.0,Division Fractions,1,1,0,5,73336,73336
35033965,277508,70679,87030,61.0,Division Fractions,1,1,0,5,10766,10766
35033978,277509,70679,54460,279.0,Multiplication and Division Integers,1,1,0,4,11378,11378
35033991,277510,70679,54541,279.0,Multiplication and Division Integers,1,1,0,0,41336,41336
35034412,277513,70679,108966,77.0,Finding Percents,1,1,0,0,42705,42705
35034438,277513,70679,108987,77.0,Finding Percents,1,1,0,0,53628,53628
35034451,277513,70679,108918,77.0,Finding Percents,1,1,0,0,25453,25453
35034463,277514,70679,87471,83.0,Divisibility Rules,1,1,0,3,17145,17145
35034472,277514,70679,87467,83.0,Divisibility Rules,0,2,0,3,74905,77584
35034495,277514,70679,87438,83.0,Divisibility Rules,1,1,0,3,8213,8213
35034511,277514,70679,87513,83.0,Divisibility Rules,1,1,0,3,26647,26647
35034519,277514,70679,87590,83.0,Divisibility Rules,1,1,0,3,4384,4384
35034526,277514,70679,87446,83.0,Divisibility Rules,1,1,0,3,9479,9479
35034532,277514,70679,87563,83.0,Divisibility Rules,1,1,0,3,3148,3148
35034550,277515,70679,90230,279.0,Multiplication and Division Integers,1,1,0,4,6580,6580
35034561,277516,70679,90701,92.0,Pattern Finding ,0,4,3,3,75477,310014
35034673,277516,70679,90365,279.0,Multiplication and Division Integers,1,1,0,0,4602,4602
35034682,277516,70679,90636,279.0,Multiplication and Division Integers,1,1,0,0,3712,3712
35034690,277516,70679,90356,279.0,Multiplication and Division Integers,1,1,0,0,3094,3094
35034711,277517,70679,89957,277.0,Addition and Subtraction Integers,1,1,0,2,70418,70418
35034767,277518,70679,86226,65.0,Least Common Multiple,1,1,0,4,23582,23582
35034783,277518,70679,86221,65.0,Least Common Multiple,1,1,0,4,6137,6137
35034802,277519,70679,86152,65.0,Least Common Multiple,0,4,2,5,37293,57941
35034829,277519,70679,86172,65.0,Least Common Multiple,1,1,0,5,3776,3776
35034836,277519,70679,86157,65.0,Least Common Multiple,0,2,0,5,3666,7218
35034846,277519,70679,86149,65.0,Least Common Multiple,1,1,0,5,2344,2344
35034854,277519,70679,86143,65.0,Least Common Multiple,1,1,0,5,3134,3134
35034861,277519,70679,86155,65.0,Least Common Multiple,1,1,0,5,3209,3209
35034880,277520,70679,54143,67.0,Multiplication Fractions,1,1,0,4,76207,76207
35034937,277521,70679,86840,67.0,Multiplication Fractions,1,1,0,3,54037,54037
35034974,277522,70679,54241,279.0,Multiplication and Division Integers,1,1,0,0,4222,4222
35034988,277523,70679,62652,49.0,Ordering Positive Decimals,1,1,0,0,18703,18703
35034988,277523,70679,62652,50.0,Ordering Fractions,1,1,0,0,18703,18703
35035001,277524,70679,52828,49.0,Ordering Positive Decimals,1,1,0,4,8428,8428
35035021,277526,70679,97928,50.0,Ordering Fractions,1,1,0,0,33023,33023
35035037,277526,70679,97840,50.0,Ordering Fractions,1,1,0,0,8980,8980
35035044,277526,70679,97876,50.0,Ordering Fractions,1,1,0,0,5866,5866
35035059,277526,70679,97880,50.0,Ordering Fractions,1,1,0,0,4340,4340
35035070,277526,70679,97904,50.0,Ordering Fractions,1,1,0,0,43951,43951
35035089,277527,70679,66289,50.0,Ordering Fractions,1,1,0,5,12793,12793
35035108,277528,70679,53342,51.0,Ordering Integers,1,1,0,3,13667,13667
35035147,277529,70679,66635,51.0,Ordering Integers,1,1,0,1,6308,6308
21441480,263315,70758,54015,278.0,Addition and Subtraction Positive Decimals,1,1,0,0,10219,10219
21441627,263316,70758,53792,280.0,Addition and Subtraction Fractions,1,1,0,3,59407,59407
21442047,263321,70758,54211,279.0,Multiplication and Division Integers,1,1,0,0,8031,8031
21442152,263317,70758,58827,280.0,Addition and Subtraction Fractions,1,1,0,3,28375,28375
21442400,263320,70758,54162,67.0,Multiplication Fractions,0,2,2,4,182409,272004
21444247,263320,70758,54150,67.0,Multiplication Fractions,1,1,0,4,29328,29328
21444430,263320,70758,54109,67.0,Multiplication Fractions,1,1,0,2,27266,27266
21444666,263320,70758,54129,67.0,Multiplication Fractions,1,1,0,2,10250,10250
21444787,263319,70758,54031,278.0,Addition and Subtraction Positive Decimals,1,1,0,0,45345,45345
21445266,263318,70758,49270,58.0,Addition Whole Numbers,1,1,0,4,47563,47563
21445680,263322,70758,53923,277.0,Addition and Subtraction Integers,1,1,0,4,39781,39781
21446191,263323,70758,54591,279.0,Multiplication and Division Integers,1,1,0,5,83297,83297
24571866,263331,70758,71775,24.0,Congruence,1,1,0,3,16943,16943
29440880,270537,70758,85427,58.0,Addition Whole Numbers,1,1,0,0,130949,130949
29440880,270537,70758,85427,85.0,Absolute Value,1,1,0,0,130949,130949
29440916,270538,70758,53585,58.0,Addition Whole Numbers,1,1,0,0,17076,17076
29440916,270538,70758,53585,85.0,Absolute Value,1,1,0,0,17076,17076
29440938,270539,70758,54059,278.0,Addition and Subtraction Positive Decimals,1,1,0,0,35196,35196
29440960,270540,70758,86551,280.0,Addition and Subtraction Fractions,0,2,0,4,114546,118794
29440999,270540,70758,86517,280.0,Addition and Subtraction Fractions,0,2,1,4,110767,329473
29441096,270540,70758,86326,280.0,Addition and Subtraction Fractions,1,1,0,4,38553,38553
29441114,270540,70758,86450,280.0,Addition and Subtraction Fractions,1,1,0,4,76461,76461
29441128,270540,70758,86446,280.0,Addition and Subtraction Fractions,0,4,2,4,35255,123527
29441167,270540,70758,86349,280.0,Addition and Subtraction Fractions,0,2,0,4,41755,42818
29441175,270540,70758,86314,280.0,Addition and Subtraction Fractions,1,1,0,4,19191,19191
29441189,270541,70758,53790,280.0,Addition and Subtraction Fractions,1,1,0,3,25760,25760
29441200,270542,70758,49280,58.0,Addition Whole Numbers,1,1,0,4,28235,28235
29441211,270542,70758,49289,58.0,Addition Whole Numbers,1,1,0,4,89205,89205
29441221,270542,70758,49274,58.0,Addition Whole Numbers,1,1,0,4,53464,53464
29441229,270542,70758,49261,58.0,Addition Whole Numbers,1,1,0,4,21984,21984
29441237,270542,70758,49264,58.0,Addition Whole Numbers,1,1,0,4,39616,39616
29441305,270543,70758,85708,49.0,Ordering Positive Decimals,1,1,0,4,77119,77119
29441582,270544,70758,84964,47.0,Conversion of Fraction Decimals Percents,1,1,0,2,17142,17142
29441654,270544,70758,84946,47.0,Conversion of Fraction Decimals Percents,1,1,0,2,8890,8890
29441675,270544,70758,84829,47.0,Conversion of Fraction Decimals Percents,1,1,0,2,7431,7431
29441748,270545,70758,85871,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,12796,12796
29441839,270546,70758,85944,47.0,Conversion of Fraction Decimals Percents,0,4,0,3,96602,242649
29442278,270546,70758,86050,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,345186,345186
29443091,270546,70758,85951,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,19353,19353
29443189,270546,70758,85960,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,36170,36170
29443943,270547,70758,61095,47.0,Conversion of Fraction Decimals Percents,1,1,0,5,38826,38826
29444225,270548,70758,87844,34.0,Unit Conversion Within a System,0,3,0,3,26472,60181
29444225,270548,70758,87844,81.0,Unit Rate,0,3,0,3,26472,60181
29444536,270548,70758,87853,34.0,Unit Conversion Within a System,1,1,0,3,23764,23764
29444536,270548,70758,87853,81.0,Unit Rate,1,1,0,3,23764,23764
29444622,270548,70758,87689,34.0,Unit Conversion Within a System,1,1,0,2,14667,14667
29444701,270548,70758,87748,34.0,Unit Conversion Within a System,0,3,3,3,70289,126417
29445207,270548,70758,87846,34.0,Unit Conversion Within a System,0,4,0,3,49464,713942
29445207,270548,70758,87846,81.0,Unit Rate,0,4,0,3,49464,713942
29479490,270540,70758,86353,280.0,Addition and Subtraction Fractions,1,1,0,4,762967,762967
29479765,270540,70758,86555,280.0,Addition and Subtraction Fractions,0,5,4,4,153992,1718604
29480651,270540,70758,86315,280.0,Addition and Subtraction Fractions,1,1,0,4,14626,14626
29480661,270540,70758,86525,280.0,Addition and Subtraction Fractions,1,1,0,4,263007,263007
29480702,270540,70758,86448,280.0,Addition and Subtraction Fractions,1,1,0,4,20806,20806
30105381,270548,70758,87665,34.0,Unit Conversion Within a System,1,1,0,2,78055,78055
30105523,270548,70758,87652,34.0,Unit Conversion Within a System,0,2,0,5,61007,64366
30105523,270548,70758,87652,69.0,Multiplication Whole Numbers,0,2,0,5,61007,64366
30105594,270548,70758,87744,34.0,Unit Conversion Within a System,1,1,0,3,28364,28364
30105631,270548,70758,87660,34.0,Unit Conversion Within a System,1,1,0,5,37214,37214
30105631,270548,70758,87660,69.0,Multiplication Whole Numbers,1,1,0,5,37214,37214
30105680,270548,70758,87635,34.0,Unit Conversion Within a System,1,1,0,5,23179,23179
30105680,270548,70758,87635,69.0,Multiplication Whole Numbers,1,1,0,5,23179,23179
30105714,270549,70758,85681,70.0,Percent Of,0,4,0,4,141271,151610
30105982,270549,70758,86097,70.0,Percent Of,1,1,0,4,67978,67978
30106068,270549,70758,85091,70.0,Percent Of,1,1,0,4,60095,60095
30106170,270549,70758,84622,70.0,Percent Of,1,1,0,4,57900,57900
30106222,270550,70758,88552,276.0,Multiplication and Division Positive Decimals,1,1,0,6,33577,33577
30106314,270551,70758,87093,61.0,Division Fractions,1,1,0,4,173749,173749
30106588,270552,70758,54453,279.0,Multiplication and Division Integers,1,1,0,4,50546,50546
30106643,270553,70758,54478,279.0,Multiplication and Division Integers,1,1,0,0,182165,182165
30106878,270554,70758,58775,86.0,Exponents,1,1,0,5,42394,42394
30793577,220661,70758,49242,10.0,Table,1,1,0,0,29922,29922
30793577,220661,70758,49242,15.0,Range,1,1,0,0,29922,29922
30793633,220661,70758,49236,10.0,Table,1,1,0,0,29489,29489
30793633,220661,70758,49236,15.0,Range,1,1,0,0,29489,29489
30793903,220670,70758,56712,10.0,Table,1,1,0,0,174615,174615
30793903,220670,70758,56712,13.0,Median,1,1,0,0,174615,174615
30794156,220670,70758,56766,10.0,Table,1,1,0,0,108500,108500
30794156,220670,70758,56766,13.0,Median,1,1,0,0,108500,108500
30794598,270593,70758,80394,63.0,Estimation,0,1,0,0,27926,27951
30794598,270593,70758,80394,75.0,Square Root,0,1,0,0,27926,27951
30794909,270593,70758,80592,63.0,Estimation,1,1,0,0,7299,7299
30794909,270593,70758,80592,75.0,Square Root,1,1,0,0,7299,7299
30794957,270593,70758,80550,63.0,Estimation,1,1,0,0,15200,15200
30794957,270593,70758,80550,75.0,Square Root,1,1,0,0,15200,15200
30794999,270593,70758,80478,63.0,Estimation,1,1,0,0,14475,14475
30794999,270593,70758,80478,75.0,Square Root,1,1,0,0,14475,14475
30795051,270593,70758,80628,63.0,Estimation,1,1,0,0,73424,73424
30795051,270593,70758,80628,75.0,Square Root,1,1,0,0,73424,73424
30795249,270592,70758,89626,75.0,Square Root,1,1,0,3,22576,22576
30795735,270594,70758,86755,280.0,Addition and Subtraction Fractions,1,1,0,4,442869,442869
30796347,270591,70758,85217,77.0,Finding Percents,0,2,0,3,232465,236134
30796561,270591,70758,94892,70.0,Percent Of,1,1,0,3,83802,83802
30796723,270591,70758,94876,70.0,Percent Of,1,1,0,3,26205,26205
30796782,270591,70758,85210,77.0,Finding Percents,0,5,0,3,157140,210084
30824164,266773,71144,90515,279.0,Multiplication and Division Integers,1,1,0,0,8141,8141
30824219,266774,71144,90188,279.0,Multiplication and Division Integers,0,2,0,5,476707,481504
30825044,266774,71144,90159,279.0,Multiplication and Division Integers,1,1,0,5,3875,3875
30825057,266774,71144,90037,279.0,Multiplication and Division Integers,1,1,0,0,7359,7359
30825090,266774,71144,90061,279.0,Multiplication and Division Integers,1,1,0,0,5328,5328
33660173,279792,71144,53585,58.0,Addition Whole Numbers,1,1,0,0,284795,284795
33660173,279792,71144,53585,85.0,Absolute Value,1,1,0,0,284795,284795
33661997,279792,71144,53597,58.0,Addition Whole Numbers,1,1,0,0,5640,5640
33661997,279792,71144,53597,85.0,Absolute Value,1,1,0,0,5640,5640
33662050,279792,71144,53665,74.0,Subtraction Whole Numbers,1,1,0,0,6000,6000
33662050,279792,71144,53665,85.0,Absolute Value,1,1,0,0,6000,6000
33662100,279792,71144,53617,58.0,Addition Whole Numbers,1,1,0,0,6875,6875
33662100,279792,71144,53617,85.0,Absolute Value,1,1,0,0,6875,6875
33662177,279792,71144,53757,74.0,Subtraction Whole Numbers,1,1,0,0,6312,6312
33662177,279792,71144,53757,85.0,Absolute Value,1,1,0,0,6312,6312
33662569,279793,71144,84733,85.0,Absolute Value,1,1,0,3,5500,5500
33662624,279793,71144,85286,74.0,Subtraction Whole Numbers,1,1,0,0,18796,18796
33662624,279793,71144,85286,85.0,Absolute Value,1,1,0,0,18796,18796
33662776,279793,71144,85486,74.0,Subtraction Whole Numbers,1,1,0,0,8656,8656
33662776,279793,71144,85486,85.0,Absolute Value,1,1,0,0,8656,8656
33662833,279793,71144,85390,58.0,Addition Whole Numbers,1,1,0,0,5266,5266
33662833,279793,71144,85390,85.0,Absolute Value,1,1,0,0,5266,5266
33662876,279793,71144,85395,74.0,Subtraction Whole Numbers,1,1,0,0,5703,5703
33662876,279793,71144,85395,85.0,Absolute Value,1,1,0,0,5703,5703
35182119,279792,71146,53653,74.0,Subtraction Whole Numbers,1,1,0,0,8656,8656
35182119,279792,71146,53653,85.0,Absolute Value,1,1,0,0,8656,8656
35182165,279792,71146,53713,74.0,Subtraction Whole Numbers,1,1,0,0,7156,7156
35182165,279792,71146,53713,85.0,Absolute Value,1,1,0,0,7156,7156
35182205,279792,71146,53561,58.0,Addition Whole Numbers,1,1,0,0,4703,4703
35182205,279792,71146,53561,85.0,Absolute Value,1,1,0,0,4703,4703
35182231,279792,71146,53625,58.0,Addition Whole Numbers,1,1,0,0,2937,2937
35182231,279792,71146,53625,85.0,Absolute Value,1,1,0,0,2937,2937
35182258,279792,71146,53585,58.0,Addition Whole Numbers,1,1,0,0,5687,5687
35182258,279792,71146,53585,85.0,Absolute Value,1,1,0,0,5687,5687
35182348,279793,71146,85322,74.0,Subtraction Whole Numbers,1,1,0,0,17250,17250
35182348,279793,71146,85322,85.0,Absolute Value,1,1,0,0,17250,17250
35182483,279793,71146,84809,58.0,Addition Whole Numbers,1,1,0,0,9141,9141
35182483,279793,71146,84809,85.0,Absolute Value,1,1,0,0,9141,9141
35182546,279793,71146,85415,58.0,Addition Whole Numbers,1,1,0,0,6188,6188
35182546,279793,71146,85415,85.0,Absolute Value,1,1,0,0,6188,6188
35182593,279793,71146,84737,85.0,Absolute Value,1,1,0,3,4672,4672
35182614,279793,71146,84736,85.0,Absolute Value,1,1,0,3,4422,4422
33651023,279792,71151,53725,74.0,Subtraction Whole Numbers,1,1,0,0,41561,41561
33651023,279792,71151,53725,85.0,Absolute Value,1,1,0,0,41561,41561
33651348,279792,71151,53597,58.0,Addition Whole Numbers,1,1,0,0,105371,105371
33651348,279792,71151,53597,85.0,Absolute Value,1,1,0,0,105371,105371
33652306,279792,71151,53577,58.0,Addition Whole Numbers,1,1,0,0,14687,14687
33652306,279792,71151,53577,85.0,Absolute Value,1,1,0,0,14687,14687
33652443,279792,71151,53613,58.0,Addition Whole Numbers,1,1,0,0,11969,11969
33652443,279792,71151,53613,85.0,Absolute Value,1,1,0,0,11969,11969
33652581,279792,71151,53581,58.0,Addition Whole Numbers,0,1,0,0,48248,48373
33652581,279792,71151,53581,85.0,Absolute Value,0,1,0,0,48248,48373
33653329,279792,71151,53769,74.0,Subtraction Whole Numbers,1,1,0,0,56717,56717
33653329,279792,71151,53769,85.0,Absolute Value,1,1,0,0,56717,56717
33653719,279792,71151,53617,58.0,Addition Whole Numbers,1,1,0,0,25749,25749
33653719,279792,71151,53617,85.0,Absolute Value,1,1,0,0,25749,25749
33654100,279792,71151,53661,74.0,Subtraction Whole Numbers,0,1,0,0,4344,4422
33654100,279792,71151,53661,85.0,Absolute Value,0,1,0,0,4344,4422
33654584,279792,71151,53601,58.0,Addition Whole Numbers,1,1,0,0,16218,16218
33654584,279792,71151,53601,85.0,Absolute Value,1,1,0,0,16218,16218
33654708,279792,71151,53745,74.0,Subtraction Whole Numbers,1,1,0,0,13249,13249
33654708,279792,71151,53745,85.0,Absolute Value,1,1,0,0,13249,13249
33654975,279793,71151,85490,74.0,Subtraction Whole Numbers,1,1,0,0,30155,30155
33654975,279793,71151,85490,85.0,Absolute Value,1,1,0,0,30155,30155
33655177,279793,71151,85336,85.0,Absolute Value,1,1,0,3,5234,5234
33655240,279793,71151,85458,74.0,Subtraction Whole Numbers,1,1,0,0,7578,7578
33655240,279793,71151,85458,85.0,Absolute Value,1,1,0,0,7578,7578
33655294,279793,71151,85494,74.0,Subtraction Whole Numbers,1,1,0,0,4031,4031
33655294,279793,71151,85494,85.0,Absolute Value,1,1,0,0,4031,4031
33655326,279793,71151,84793,58.0,Addition Whole Numbers,1,1,0,0,26640,26640
33655326,279793,71151,84793,85.0,Absolute Value,1,1,0,0,26640,26640
35005527,279793,71174,85304,74.0,Subtraction Whole Numbers,1,1,0,0,27114,27114
35005527,279793,71174,85304,85.0,Absolute Value,1,1,0,0,27114,27114
35005573,279793,71174,84764,74.0,Subtraction Whole Numbers,1,1,0,0,6262,6262
35005573,279793,71174,84764,85.0,Absolute Value,1,1,0,0,6262,6262
35005582,279793,71174,85271,85.0,Absolute Value,1,1,0,2,4084,4084
35005593,279793,71174,84733,85.0,Absolute Value,1,1,0,3,2845,2845
35005607,279793,71174,84773,74.0,Subtraction Whole Numbers,1,1,0,0,12003,12003
35005607,279793,71174,84773,85.0,Absolute Value,1,1,0,0,12003,12003
35005633,279792,71174,53765,74.0,Subtraction Whole Numbers,1,1,0,0,31647,31647
35005633,279792,71174,53765,85.0,Absolute Value,1,1,0,0,31647,31647
35005655,279792,71174,53573,58.0,Addition Whole Numbers,1,1,0,0,4591,4591
35005655,279792,71174,53573,85.0,Absolute Value,1,1,0,0,4591,4591
35005662,279792,71174,53617,58.0,Addition Whole Numbers,1,1,0,0,5298,5298
35005662,279792,71174,53617,85.0,Absolute Value,1,1,0,0,5298,5298
35005684,279792,71174,53585,58.0,Addition Whole Numbers,1,1,0,0,3852,3852
35005684,279792,71174,53585,85.0,Absolute Value,1,1,0,0,3852,3852
35005694,279792,71174,53669,74.0,Subtraction Whole Numbers,1,1,0,0,3883,3883
35005694,279792,71174,53669,85.0,Absolute Value,1,1,0,0,3883,3883
35517841,282727,71187,51394,1.0,Box and Whisker,1,1,0,3,191269,191269
35517841,282727,71187,51394,13.0,Median,1,1,0,3,191269,191269
35518508,282727,71187,51429,1.0,Box and Whisker,1,1,0,3,70813,70813
35518508,282727,71187,51429,13.0,Median,1,1,0,3,70813,70813
35518718,282728,71187,48873,10.0,Table,1,1,0,0,146061,146061
35518718,282728,71187,48873,12.0,Mean,1,1,0,0,146061,146061
35519061,282728,71187,49012,10.0,Table,1,1,0,0,50235,50235
35519061,282728,71187,49012,12.0,Mean,1,1,0,0,50235,50235
