id,review,clean_review,rating,sentiment,clean_word_count
44951,"The beginning sections of the course were interesting as they were descriptive of some pragmatic approaches towards thinking and learning like the POMODORO technique (excuse me if spelling is wrong). The later portions could have been better although they weren't that bad either. Overall, I learned how to learn!",begin section course interest descriptive pragmatic approach towards think learn like pomodoro technique excuse spell wrong later portion could better although bad either overall learn learn,3,Neutral,26
39263,The instructors were not very engaging.,instructor engage,2,Negative,2
3456,"Interesting content, but sooo slow. 20 minutes long videos could have been done in 5 minutes. Moreover, the teacher's voice and tone did nothing to make the content live.",interest content sooo slow minute long video could do minute moreover teacher voice tone nothing make content live,2,Negative,18
60899,"Good content, feels very automated",good content feel automate,3,Neutral,4
2451,Very informative but very dry presentations.,informative dry presentation,2,Negative,3
13289,"Enjoyed the class, Game Theory has always been interesting to me.",enjoy class game theory always interest,4,Positive,6
33658,I think it is great to have such helpful websites.,think great helpful website,5,Positive,4
77472,A good start towards Python world!,good start towards python world,5,Positive,5
93188,There is a disconnect between the video lectures and the assignments/quizzes.,disconnect video lecture assignment quiz,1,Negative,5
67186,"There is a lot of good information in here that is told poorly. Professor simply reads the slides to you for the most part, foregoing practical examples in favor of sticking to abstract concepts, and letting you figure out the details. Quizzes had errors in them that made passing them unnecessarily difficult. The slides that you could download are sometimes cutoff, leaving information out. This is very indicative of the classes I had in college, where the class was ""here are a bunch of whitepapers/books, read them, and you'll be an expert"". There is little in the way of helping you understand these complicated concepts, and because they are complicated, many argue that should absolve the professor from needing to find a way to teach them in an understandable way (when other professors have been able to take complicated topics like this and distill it down to something that was both fun to learn and gave a solid foundation for going forward). I'm sure Professor Hinton has contributed much to the field, but I suspect his passion lies in playing with ideas and theories, not in trying to teach the next generation about how to do so.",lot good information tell poorly professor simply read slide part forego practical example favor stick abstract concept let figure detail quiz error make pas unnecessarily difficult slide could download sometimes cutoff leave information indicative class college class bunch whitepapers book read expert little way help understand complicate concept complicate many argue absolve professor need find way teach understandable way professor able take complicate topic like distill something fun learn give solid foundation go forward sure professor hinton contribute much field suspect passion lie play idea theory try teach next generation,2,Negative,90
101778,Terrific course. Very useful.,terrific course useful,5,Positive,3
89353,Need English Version Please,need english version please,1,Negative,4
3280,I didnt know anything about Angular. Now I feel confident with the skills learned. Great instructor. Funny,didnt know anything angular feel confident skill learn great instructor funny,5,Positive,11
62932,Very good course. I recommend to anyone who's interested in data analysis and machine learning.,good course recommend anyone interest data analysis machine learn,5,Positive,9
69071,"The video lectures provide a clear and concise introduction to interesting topics in machine learning (ML). However, the exercises are very general and use 'black box' ML algorithms for most of the solutions. For me, the exercise structure was more confusing than educating. I am aware that this is the intro course to the specialization, and I am looking forward to actually building the algorithms in the future courses. Too bad you can only take the entire specialization over the course of ~6 months, and not at your own pace! Especially since the homework is checked automatically.",video lecture provide clear concise introduction interest topic machine learn however exercise general use black box algorithm solution exercise structure confuse educate aware intro course specialization look forward actually build algorithm future course bad take entire specialization course month pace especially since homework check automatically,3,Neutral,45
10567,The information is not presented well and the math is not always taught.,information present well math always teach,1,Negative,6
88631,"Excellent course, easy to follow while still challenging.",excellent course easy follow still challenge,5,Positive,6
17839,it's a shame to split a one month course to four.,shame split one month course four,1,Negative,6
61569,"Totally useless.1) Why is she speaking so so so slow? I put the playback rate at X 1,50 in order to be able to understand her.2) She is just making a summary in bullets of the readings that we are supposed to read anyway. Nothing new in the lectures.If it was not a part of the Specialization I would never follow that course, neither the other one taught by the same professor.",totally useless speak slow put playback rate order able understand make summary bullet reading suppose read anyway nothing new lecture part specialization would never follow course neither one teach professor,1,Negative,30
88665,Not the quality i expected. The capstone project should have been little more challenging and something new.,quality expect capstone project little challenge something new,2,Negative,8
99899,"It was easy to 'complete' the course, but I have failed to implement its suggestions. I think I will have a better idea of what to do once I actually follow the techniques.",easy complete course fail implement suggestion think better idea actually follow technique,3,Neutral,12
76260,This course is way too simple and too slow. Probably good for someone who has never done programming before.,course way simple slow probably good someone never do program,3,Neutral,10
3913,"Very good professor, good course for a start.",good professor good course start,4,Positive,5
90627,It is not very clear. The assignments have several problems with the given code. There are many things to improve in the next sessions.,clear assignment several problem give code many thing improve next session,2,Negative,11
43572,I am amazed by this high quality course. It is my very first completed course here at coursera and it did change my concept of learning. I love Baba's passionate characteristic!,amaze high quality course first complete course coursera change concept learn love baba passionate characteristic,5,Positive,15
20977,nice course....good for learning basic excel....,nice course good learn basic excel,4,Positive,6
74520,"A well-structured course,with an amazing proffesor",well structure course amaze proffesor,5,Positive,5
61342,"a lot of reading existing content, less from the master himself :).. was hoping to get more business case examples. still, an amazing introductory course. thank you",lot read exist content less master hop get business case example still amaze introductory course thank,3,Neutral,16
104450,"This course is amazing! Information is presented in a funny way, and it is sticky.",course amaze information present funny way sticky,5,Positive,7
18604,No ancillary reading material or text to help along with the assignments lead me to fail the course.,ancillary read material text help along assignment lead fail course,1,Negative,10
99073,"This was a great course for me. I tried to get a general overview of Wind Energy and the course covered quite a lot. For sure the course can scratch on the surface of the topic only and can't go deep into detail but there are sessions where one has to sit down and think and understand the theory. - Lectures are well structured, teachers know what they talk about and presentation and links for additional materials are good. I recommend this course for those who want an insight in Wind Energy.",great course try get general overview wind energy course cover quite lot sure course scratch surface topic deep detail session one sit think understand theory lecture well structure teacher know talk presentation link additional material good recommend course want insight wind energy,5,Positive,42
99959,Very disappointed that the assignments are not part of the f,disappoint assignment part,2,Negative,3
12087,"Inattentive lectures. There're only a few videos that are worth watching. You need to be prepared for wasting a lot of time for programming assignments -- it's not because the assignments are tough but because of poor descriptions and out of sync with lectures. If you're interested, just download the online material (not videos) and read through it. Much better than wasting your time with the lecture videos and assignments.",inattentive lecture video worth watch need prepare waste lot time program assignment assignment tough poor description sync lecture interest download online material video read much better waste time lecture video assignment,1,Negative,31
16971,Loved the structure of the course. It was a great learning experience!,love structure course great learn experience,5,Positive,6
51952,Thank you very much guys! This course was amazing! Very interactive and I learned a lot.Thank you.,thank much guy course amaze interactive learn lot thank,5,Positive,9
90191,"The assignment code is ambiguous and the assignment is not clear! The lecture is not much helpful than I thought it would be. Overall, I would not recommend this course if you don't need the certificate.",assignment code ambiguous assignment clear lecture much helpful think would overall would recommend course need certificate,1,Negative,16
79692,"Course is overwhelming. How can you put a 30 minute video for a class? Can you divide it or make it simpler? Tutor is not explaning, he only reads; he reads sort of teleprompter and that's it. Boring. Very disappointed. And this is not my first course in Coursera. I feel I'm about to quit, and this is the second week...",course overwhelm put minute video class divide make simpler tutor explaning read read sort teleprompter bore disappoint first course coursera feel quit second week,1,Negative,24
106684,Very good as a structure. Valuable as a course.,good structure valuable course,5,Positive,4
